shipment_id,order_id,warehouse_id,shipping_cost,delivery_time_days,order_status
SHIP-000421,ORD-000421,WH-01,34.57,,Delivered
SHIP-000422,ORD-000422,WH-01,42.48,3.0,Delivered
SHIP-000423,ORD-000423,WH-05,45.56,4.0,Delivered
SHIP-000424,ORD-000424,WH-04,41.72,9.0,Shipped
SHIP-000425,ORD-000425,WH-02,48.51,4.0,Delivered
SHIP-000426,ORD-000426,WH-04,20.42,5.0,Delivered
SHIP-000427,ORD-000427,WH-05,20.67,12.0,Delivered
SHIP-000428,ORD-000428,WH-04,40.58,5.0,Delivered
SHIP-000429,ORD-000429,WH-01,48.47,4.0,Delivered
SHIP-000430,ORD-000430,WH-05,9.96,4.0,Delivered
SHIP-000431,ORD-000431,WH-04,37.81,10.0,Cancelled
SHIP-000432,ORD-000432,WH-05,32.27,3.0,Delivered
SHIP-000433,ORD-000433,WH-04,53.19,4.0,Delivered
SHIP-000434,ORD-000434,WH-01,44.18,5.0,Delivered
SHIP-000435,ORD-000435,WH-01,20.3,2.0,Delivered
SHIP-000436,ORD-000436,WH-05,27.58,9.0,Delivered
SHIP-000437,ORD-000437,WH-01,28.99,27.0,Delivered
SHIP-000438,ORD-000438,WH-02,51.02,8.0,Cancelled
SHIP-000439,ORD-000439,WH-04,8.36,7.0,Delivered
SHIP-000440,ORD-000440,WH-05,45.67,29.0,Delivered
SHIP-000441,ORD-000441,WH-04,45.69,9.0,Delivered
SHIP-000442,ORD-000442,WH-04,54.12,12.0,Delivered
SHIP-000443,ORD-000443,WH-03,11.3,5.0,Delivered
SHIP-000444,ORD-000444,WH-05,30.85,9.0,Delivered
SHIP-000445,ORD-000445,WH-05,44.8,11.0,Delivered
SHIP-000446,ORD-000446,WH-05,21.45,30.0,Delivered
SHIP-000447,ORD-000447,WH-01,44.15,4.0,Cancelled
SHIP-000448,ORD-000448,WH-05,34.36,6.0,Delivered
SHIP-000449,ORD-000449,WH-05,43.49,6.0,Delivered
SHIP-000450,ORD-000450,WH-04,39.98,4.0,Delivered
SHIP-000451,ORD-000451,WH-01,52.89,22.0,Delivered
SHIP-000452,ORD-000452,WH-02,20.64,4.0,Delivered
SHIP-000453,ORD-000453,WH-04,22.63,5.0,Delivered
SHIP-000454,ORD-000454,WH-02,17.35,6.0,Shipped
SHIP-000455,ORD-000455,WH-05,128.8,7.0,Delivered
SHIP-000456,ORD-000456,WH-05,34.28,9.0,Shipped
SHIP-000457,ORD-000457,WH-03,30.13,7.0,Delivered
SHIP-000458,ORD-000458,WH-03,10.12,7.0,Cancelled
SHIP-000459,ORD-000459,WH-03,42.16,7.0,Cancelled
SHIP-000460,ORD-000460,WH-04,23.48,3.0,Delivered
SHIP-000461,ORD-000461,WH-03,49.67,5.0,Delivered
SHIP-000462,ORD-000462,WH-05,33.18,9.0,Delivered
SHIP-000463,ORD-000463,WH-03,25.05,3.0,Delivered
SHIP-000464,ORD-000464,WH-05,25.48,8.0,Cancelled
SHIP-000465,ORD-000465,WH-05,12.73,26.0,Delivered
SHIP-000466,ORD-000466,WH-05,18.19,5.0,Delivered
SHIP-000467,ORD-000467,WH-04,34.42,2.0,Cancelled
SHIP-000468,ORD-000468,WH-02,39.28,8.0,Delivered
SHIP-000469,ORD-000469,WH-04,46.44,29.0,Delivered
SHIP-000470,ORD-000470,WH-03,25.52,6.0,Delivered
SHIP-000471,ORD-000471,WH-04,26.92,5.0,Shipped
SHIP-000472,ORD-000472,WH-03,35.23,2.0,Cancelled
SHIP-000473,ORD-000473,WH-03,21.89,2.0,Shipped
SHIP-000474,ORD-000474,WH-02,15.19,8.0,Delivered
SHIP-000475,ORD-000475,WH-01,40.84,11.0,Cancelled
SHIP-000476,ORD-000476,WH-05,136.45,8.0,Delivered
SHIP-000477,ORD-000477,WH-01,139.25,7.0,Delivered
SHIP-000478,ORD-000478,WH-03,39.19,10.0,Delivered
SHIP-000479,ORD-000479,WH-01,37.66,6.0,Shipped
SHIP-000480,ORD-000480,WH-02,51.45,6.0,Shipped
SHIP-000481,ORD-000481,WH-02,39.74,3.0,Delivered
SHIP-000482,ORD-000482,WH-01,13.88,10.0,Cancelled
SHIP-000483,ORD-000483,WH-03,27.0,7.0,Delivered
SHIP-000484,ORD-000484,WH-04,20.78,3.0,Delivered
SHIP-000485,ORD-000485,WH-03,46.03,6.0,Delivered
SHIP-000486,ORD-000486,WH-01,13.16,2.0,Delivered
SHIP-000487,ORD-000487,WH-03,33.6,5.0,Delivered
SHIP-000488,ORD-000488,WH-05,35.94,4.0,Shipped
SHIP-000489,ORD-000489,WH-03,48.02,3.0,Delivered
SHIP-000490,ORD-000490,WH-01,38.97,11.0,Cancelled
SHIP-000491,ORD-000491,WH-01,16.18,4.0,Cancelled
SHIP-000492,ORD-000492,WH-02,38.18,6.0,Delivered
SHIP-000493,ORD-000493,WH-02,35.99,8.0,Shipped
SHIP-000494,ORD-000494,WH-01,13.37,4.0,Delivered
SHIP-000495,ORD-000495,WH-05,43.1,29.0,Delivered
SHIP-000496,ORD-000496,WH-02,41.89,9.0,Cancelled
SHIP-000497,ORD-000497,WH-02,44.03,5.0,Delivered
SHIP-000498,ORD-000498,WH-04,50.56,4.0,Delivered
SHIP-000499,ORD-000499,WH-02,40.56,9.0,Delivered
SHIP-000500,ORD-000500,WH-02,40.7,3.0,Delivered
SHIP-000501,ORD-000501,WH-03,16.59,8.0,Cancelled
SHIP-000502,ORD-000502,WH-03,22.47,5.0,Delivered
SHIP-000503,ORD-000503,WH-05,40.53,29.0,Delivered
SHIP-000504,ORD-000504,WH-04,32.25,6.0,Delivered
SHIP-000505,ORD-000505,WH-05,27.8,7.0,Shipped
SHIP-000506,ORD-000506,WH-03,12.76,10.0,Cancelled
SHIP-000507,ORD-000507,WH-02,49.27,3.0,Delivered
SHIP-000508,ORD-000508,WH-02,30.66,11.0,Shipped
SHIP-000509,ORD-000509,WH-01,17.6,6.0,Delivered
SHIP-000510,ORD-000510,WH-03,14.79,5.0,Delivered
SHIP-000511,ORD-000511,WH-02,39.06,5.0,Shipped
SHIP-000512,ORD-000512,WH-01,25.05,2.0,Delivered
SHIP-000513,ORD-000513,WH-03,20.85,3.0,Cancelled
SHIP-000514,ORD-000514,WH-03,41.94,3.0,Delivered
SHIP-000515,ORD-000515,WH-05,40.35,5.0,Delivered
SHIP-000516,ORD-000516,WH-03,52.63,12.0,Delivered
SHIP-000517,ORD-000517,WH-05,20.08,4.0,Shipped
SHIP-000518,ORD-000518,WH-03,34.9,8.0,Delivered
SHIP-000519,ORD-000519,WH-01,28.58,6.0,Delivered
SHIP-000520,ORD-000520,WH-02,17.34,5.0,Cancelled
SHIP-000521,ORD-000521,WH-05,26.7,7.0,Delivered
SHIP-000522,ORD-000522,WH-04,47.55,7.0,Cancelled
SHIP-000523,ORD-000523,WH-04,30.16,2.0,Delivered
SHIP-000524,ORD-000524,WH-02,15.39,5.0,Cancelled
SHIP-000525,ORD-000525,WH-02,19.51,9.0,Shipped
SHIP-000526,ORD-000526,WH-03,48.49,3.0,Delivered
SHIP-000527,ORD-000527,WH-04,11.5,7.0,Delivered
SHIP-000528,ORD-000528,WH-04,23.65,4.0,Delivered
SHIP-000529,ORD-000529,WH-05,148.65,4.0,Delivered
SHIP-000530,ORD-000530,WH-03,43.11,6.0,Delivered
SHIP-000531,ORD-000531,WH-05,16.91,9.0,Delivered
SHIP-000532,ORD-000532,WH-04,18.78,8.0,Cancelled
SHIP-000533,ORD-000533,WH-03,41.69,9.0,Delivered
SHIP-000534,ORD-000534,WH-01,42.49,5.0,Delivered
SHIP-000535,ORD-000535,WH-01,36.56,3.0,Delivered
SHIP-000536,ORD-000536,WH-03,21.29,6.0,Delivered
SHIP-000537,ORD-000537,WH-05,9.34,8.0,Delivered
SHIP-000538,ORD-000538,WH-02,27.34,6.0,Shipped
SHIP-000539,ORD-000539,WH-04,19.43,8.0,Delivered
SHIP-000540,ORD-000540,WH-01,16.2,4.0,Cancelled
SHIP-000541,ORD-000541,WH-05,12.34,,Delivered
SHIP-000542,ORD-000542,WH-03,41.22,10.0,Cancelled
SHIP-000543,ORD-000543,WH-03,41.43,6.0,Delivered
SHIP-000544,ORD-000544,WH-01,49.56,3.0,Cancelled
SHIP-000545,ORD-000545,WH-04,10.59,6.0,Shipped
SHIP-000546,ORD-000546,WH-03,51.29,3.0,Delivered
SHIP-000547,ORD-000547,WH-04,44.61,6.0,Delivered
SHIP-000548,ORD-000548,WH-03,14.26,4.0,Cancelled
SHIP-000549,ORD-000549,WH-03,48.54,9.0,Shipped
SHIP-000550,ORD-000550,WH-01,31.88,7.0,Shipped
SHIP-000551,ORD-000551,WH-04,34.69,6.0,Delivered
SHIP-000552,ORD-000552,WH-01,29.08,2.0,Shipped
SHIP-000553,ORD-000553,WH-02,12.71,,Shipped
SHIP-000554,ORD-000554,WH-03,50.25,2.0,Delivered
SHIP-000555,ORD-000555,WH-01,161.4,29.0,Shipped
SHIP-000556,ORD-000556,WH-03,53.26,4.0,Delivered
SHIP-000557,ORD-000557,WH-01,49.35,7.0,Delivered
SHIP-000558,ORD-000558,WH-02,28.95,5.0,Shipped
SHIP-000559,ORD-000559,WH-05,20.41,6.0,Delivered
SHIP-000560,ORD-000560,WH-04,34.63,8.0,Delivered
SHIP-000561,ORD-000561,WH-01,20.58,7.0,Delivered
SHIP-000562,ORD-000562,WH-02,12.58,11.0,Delivered
SHIP-000563,ORD-000563,WH-02,54.28,10.0,Delivered
SHIP-000564,ORD-000564,WH-01,44.46,4.0,Delivered
SHIP-000565,ORD-000565,WH-01,33.06,7.0,Delivered
SHIP-000566,ORD-000566,WH-01,26.1,8.0,Delivered
SHIP-000567,ORD-000567,WH-03,30.57,11.0,Delivered
SHIP-000568,ORD-000568,WH-01,19.21,,Shipped
SHIP-000569,ORD-000569,WH-01,24.33,7.0,Delivered
SHIP-000570,ORD-000570,WH-01,52.01,9.0,Delivered
SHIP-000571,ORD-000571,WH-03,21.0,4.0,Delivered
SHIP-000572,ORD-000572,WH-01,19.5,12.0,Delivered
SHIP-000573,ORD-000573,WH-02,35.0,3.0,Delivered
SHIP-000574,ORD-000574,WH-05,46.31,4.0,Delivered
SHIP-000575,ORD-000575,WH-05,12.95,3.0,Cancelled
SHIP-000576,ORD-000576,WH-04,21.88,6.0,Delivered
SHIP-000577,ORD-000577,WH-04,9.18,8.0,Cancelled
SHIP-000578,ORD-000578,WH-05,19.18,4.0,Delivered
SHIP-000579,ORD-000579,WH-01,36.01,,Delivered
SHIP-000580,ORD-000580,WH-03,41.55,10.0,Delivered
SHIP-000581,ORD-000581,WH-05,39.49,5.0,Delivered
SHIP-000582,ORD-000582,WH-04,18.15,6.0,Delivered
SHIP-000583,ORD-000583,WH-01,17.81,6.0,Delivered
SHIP-000584,ORD-000584,WH-01,16.89,8.0,Delivered
SHIP-000585,ORD-000585,WH-02,37.67,6.0,Cancelled
SHIP-000586,ORD-000586,WH-03,10.02,10.0,Delivered
SHIP-000587,ORD-000587,WH-02,14.4,2.0,Delivered
SHIP-000588,ORD-000588,WH-02,48.17,7.0,Delivered
SHIP-000589,ORD-000589,WH-02,49.24,5.0,Shipped
SHIP-000590,ORD-000590,WH-01,42.32,5.0,Shipped
SHIP-000591,ORD-000591,WH-02,18.58,9.0,Delivered
SHIP-000592,ORD-000592,WH-02,32.8,6.0,Delivered
SHIP-000593,ORD-000593,WH-04,12.3,5.0,Delivered
SHIP-000594,ORD-000594,WH-01,41.02,9.0,Delivered
SHIP-000595,ORD-000595,WH-05,26.46,3.0,Cancelled
SHIP-000596,ORD-000596,WH-04,47.06,12.0,Shipped
SHIP-000597,ORD-000597,WH-02,14.23,5.0,Delivered
SHIP-000598,ORD-000598,WH-04,36.52,26.0,Delivered
SHIP-000599,ORD-000599,WH-03,49.54,7.0,Shipped
SHIP-000600,ORD-000600,WH-04,53.07,9.0,Delivered
SHIP-000601,ORD-000601,WH-02,33.61,8.0,Shipped
SHIP-000602,ORD-000602,WH-05,17.03,4.0,Cancelled
SHIP-000603,ORD-000603,WH-03,13.38,10.0,Delivered
SHIP-000604,ORD-000604,WH-04,56.57,7.0,Delivered
SHIP-000605,ORD-000605,WH-05,50.43,6.0,Shipped
SHIP-000606,ORD-000606,WH-05,27.25,10.0,Delivered
SHIP-000607,ORD-000607,WH-04,46.27,3.0,Shipped
SHIP-000608,ORD-000608,WH-01,15.45,9.0,Delivered
SHIP-000609,ORD-000609,WH-04,16.21,7.0,Delivered
SHIP-000610,ORD-000610,WH-03,14.32,12.0,Cancelled
SHIP-000611,ORD-000611,WH-03,47.39,31.0,Cancelled
SHIP-000612,ORD-000612,WH-04,13.84,5.0,Delivered
SHIP-000613,ORD-000613,WH-02,33.9,8.0,Delivered
SHIP-000614,ORD-000614,WH-03,48.89,4.0,Delivered
SHIP-000615,ORD-000615,WH-05,35.44,,Delivered
SHIP-000616,ORD-000616,WH-01,41.72,5.0,Delivered
SHIP-000617,ORD-000617,WH-04,45.5,8.0,Delivered
SHIP-000618,ORD-000618,WH-01,45.81,28.0,Delivered
SHIP-000619,ORD-000619,WH-01,48.15,9.0,Cancelled
SHIP-000620,ORD-000620,WH-02,149.75,6.0,Delivered
SHIP-000621,ORD-000621,WH-01,25.69,6.0,Cancelled
SHIP-000622,ORD-000622,WH-04,52.92,3.0,Delivered
SHIP-000623,ORD-000623,WH-05,28.86,,Cancelled
SHIP-000624,ORD-000624,WH-01,43.81,4.0,Delivered
SHIP-000625,ORD-000625,WH-04,16.59,12.0,Shipped
SHIP-000626,ORD-000626,WH-01,13.36,6.0,Delivered
SHIP-000627,ORD-000627,WH-01,41.17,9.0,Shipped
SHIP-000628,ORD-000628,WH-03,40.12,9.0,Delivered
SHIP-000629,ORD-000629,WH-02,57.06,9.0,Shipped
SHIP-000630,ORD-000630,WH-01,43.09,8.0,Delivered
SHIP-000631,ORD-000631,WH-03,17.57,9.0,Delivered
SHIP-000632,ORD-000632,WH-03,40.47,6.0,Delivered
SHIP-000633,ORD-000633,WH-05,13.66,5.0,Delivered
SHIP-000634,ORD-000634,WH-03,40.89,10.0,Cancelled
SHIP-000635,ORD-000635,WH-05,44.08,8.0,Delivered
SHIP-000636,ORD-000636,WH-04,16.45,2.0,Cancelled
SHIP-000637,ORD-000637,WH-02,17.98,,Cancelled
SHIP-000638,ORD-000638,WH-03,46.34,3.0,Delivered
SHIP-000639,ORD-000639,WH-04,24.22,2.0,Delivered
SHIP-000640,ORD-000640,WH-04,17.29,10.0,Shipped
SHIP-000641,ORD-000641,WH-01,19.98,5.0,Delivered
SHIP-000642,ORD-000642,WH-04,44.78,8.0,Delivered
SHIP-000643,ORD-000643,WH-02,11.59,6.0,Cancelled
SHIP-000644,ORD-000644,WH-04,28.08,5.0,Cancelled
SHIP-000645,ORD-000645,WH-04,6.3,9.0,Delivered
SHIP-000646,ORD-000646,WH-04,23.82,5.0,Cancelled
SHIP-000647,ORD-000647,WH-03,49.57,9.0,Delivered
SHIP-000648,ORD-000648,WH-02,35.69,5.0,Delivered
SHIP-000649,ORD-000649,WH-03,38.52,8.0,Delivered
SHIP-000650,ORD-000650,WH-03,17.89,9.0,Delivered
SHIP-000651,ORD-000651,WH-04,38.41,2.0,Delivered
SHIP-000652,ORD-000652,WH-01,49.75,3.0,Cancelled
SHIP-000653,ORD-000653,WH-03,42.5,8.0,Delivered
SHIP-000654,ORD-000654,WH-01,9.55,23.0,Delivered
SHIP-000655,ORD-000655,WH-02,15.69,9.0,Delivered
SHIP-000656,ORD-000656,WH-05,32.66,5.0,Delivered
SHIP-000657,ORD-000657,WH-02,24.85,7.0,Shipped
SHIP-000658,ORD-000658,WH-05,41.25,8.0,Delivered
SHIP-000659,ORD-000659,WH-03,34.02,8.0,Delivered
SHIP-000660,ORD-000660,WH-04,49.45,5.0,Delivered
SHIP-000661,ORD-000661,WH-03,17.21,7.0,Delivered
SHIP-000662,ORD-000662,WH-01,28.05,9.0,Delivered
SHIP-000663,ORD-000663,WH-05,13.89,2.0,Delivered
SHIP-000664,ORD-000664,WH-04,45.34,2.0,Cancelled
SHIP-000665,ORD-000665,WH-02,33.13,11.0,Delivered
SHIP-000666,ORD-000666,WH-01,34.96,6.0,Delivered
SHIP-000667,ORD-000667,WH-05,44.91,6.0,Cancelled
SHIP-000668,ORD-000668,WH-05,29.06,4.0,Delivered
SHIP-000669,ORD-000669,WH-02,222.8,6.0,Delivered
SHIP-000670,ORD-000670,WH-05,37.76,12.0,Delivered
SHIP-000671,ORD-000671,WH-02,48.52,3.0,Shipped
SHIP-000672,ORD-000672,WH-04,33.46,5.0,Delivered
SHIP-000673,ORD-000673,WH-03,18.4,2.0,Delivered
SHIP-000674,ORD-000674,WH-04,14.94,7.0,Delivered
SHIP-000675,ORD-000675,WH-05,33.6,4.0,Delivered
SHIP-000676,ORD-000676,WH-05,24.81,2.0,Cancelled
SHIP-000677,ORD-000677,WH-05,11.15,9.0,Cancelled
SHIP-000678,ORD-000678,WH-01,31.39,6.0,Delivered
SHIP-000679,ORD-000679,WH-05,15.06,2.0,Delivered
SHIP-000680,ORD-000680,WH-02,33.17,2.0,Shipped
SHIP-000681,ORD-000681,WH-02,10.87,5.0,Delivered
SHIP-000682,ORD-000682,WH-05,42.8,2.0,Delivered
SHIP-000683,ORD-000683,WH-04,49.02,,Delivered
SHIP-000684,ORD-000684,WH-04,54.35,8.0,Shipped
SHIP-000685,ORD-000685,WH-02,28.45,2.0,Delivered
SHIP-000686,ORD-000686,WH-01,41.17,5.0,Delivered
SHIP-000687,ORD-000687,WH-05,22.4,6.0,Delivered
SHIP-000688,ORD-000688,WH-03,138.75,12.0,Delivered
SHIP-000689,ORD-000689,WH-03,5.71,7.0,Delivered
SHIP-000690,ORD-000690,WH-01,9.91,7.0,Delivered
SHIP-000691,ORD-000691,WH-04,37.56,5.0,Delivered
SHIP-000692,ORD-000692,WH-01,45.98,8.0,Delivered
SHIP-000693,ORD-000693,WH-01,15.11,6.0,Delivered
SHIP-000694,ORD-000694,WH-02,21.8,2.0,Delivered
SHIP-000695,ORD-000695,WH-03,39.94,,Delivered
SHIP-000696,ORD-000696,WH-03,14.15,10.0,Delivered
SHIP-000697,ORD-000697,WH-03,18.88,12.0,Cancelled
SHIP-000698,ORD-000698,WH-04,36.54,9.0,Cancelled
SHIP-000699,ORD-000699,WH-03,55.15,8.0,Cancelled
SHIP-000700,ORD-000700,WH-02,11.07,7.0,Shipped
SHIP-000701,ORD-000701,WH-04,46.32,7.0,Cancelled
SHIP-000702,ORD-000702,WH-04,12.54,4.0,Delivered
SHIP-000703,ORD-000703,WH-02,17.46,5.0,Delivered
SHIP-000704,ORD-000704,WH-02,42.7,9.0,Delivered
SHIP-000705,ORD-000705,WH-05,31.03,6.0,Shipped
SHIP-000706,ORD-000706,WH-05,20.14,6.0,Shipped
SHIP-000707,ORD-000707,WH-01,33.59,6.0,Delivered
SHIP-000708,ORD-000708,WH-05,17.65,5.0,Delivered
SHIP-000709,ORD-000709,WH-02,56.05,7.0,Delivered
SHIP-000710,ORD-000710,WH-05,37.13,8.0,Delivered
SHIP-000711,ORD-000711,WH-04,9.81,10.0,Delivered
SHIP-000712,ORD-000712,WH-03,38.13,9.0,Shipped
SHIP-000713,ORD-000713,WH-05,9.65,7.0,Cancelled
SHIP-000714,ORD-000714,WH-01,33.5,2.0,Cancelled
SHIP-000715,ORD-000715,WH-05,44.95,5.0,Delivered
SHIP-000716,ORD-000716,WH-01,14.7,5.0,Delivered
SHIP-000717,ORD-000717,WH-02,144.14999999999998,9.0,Delivered
SHIP-000718,ORD-000718,WH-01,15.44,9.0,Shipped
SHIP-000719,ORD-000719,WH-02,49.25,2.0,Cancelled
SHIP-000720,ORD-000720,WH-05,20.23,27.0,Delivered
SHIP-000721,ORD-000721,WH-04,42.08,9.0,Delivered
SHIP-000722,ORD-000722,WH-05,42.51,2.0,Delivered
SHIP-000723,ORD-000723,WH-04,45.91,7.0,Delivered
SHIP-000724,ORD-000724,WH-04,38.64,9.0,Delivered
SHIP-000725,ORD-000725,WH-01,16.34,2.0,Shipped
SHIP-000726,ORD-000726,WH-03,21.71,10.0,Shipped
SHIP-000727,ORD-000727,WH-01,35.93,9.0,Delivered
SHIP-000728,ORD-000728,WH-01,48.02,8.0,Delivered
SHIP-000729,ORD-000729,WH-02,24.54,2.0,Delivered
SHIP-000730,ORD-000730,WH-01,39.51,6.0,Delivered
SHIP-000731,ORD-000731,WH-02,47.44,29.0,Cancelled
SHIP-000732,ORD-000732,WH-02,90.19999999999999,7.0,Delivered
SHIP-000733,ORD-000733,WH-01,38.79,11.0,Delivered
SHIP-000734,ORD-000734,WH-02,9.28,4.0,Delivered
SHIP-000735,ORD-000735,WH-02,21.02,12.0,Delivered
SHIP-000736,ORD-000736,WH-01,41.97,6.0,Delivered
SHIP-000737,ORD-000737,WH-05,23.88,2.0,Delivered
SHIP-000738,ORD-000738,WH-02,44.29,4.0,Delivered
SHIP-000739,ORD-000739,WH-04,16.39,9.0,Delivered
SHIP-000740,ORD-000740,WH-05,71.7,5.0,Shipped
SHIP-000741,ORD-000741,WH-05,30.71,25.0,Shipped
SHIP-000742,ORD-000742,WH-05,39.65,9.0,Delivered
SHIP-000743,ORD-000743,WH-04,44.050000000000004,6.0,Delivered
SHIP-000744,ORD-000744,WH-05,31.07,,Shipped
SHIP-000745,ORD-000745,WH-03,29.94,7.0,Delivered
SHIP-000746,ORD-000746,WH-05,47.85,7.0,Delivered
SHIP-000747,ORD-000747,WH-04,45.52,9.0,Delivered
SHIP-000748,ORD-000748,WH-01,9.89,7.0,Delivered
SHIP-000749,ORD-000749,WH-04,36.2,2.0,Shipped
SHIP-000750,ORD-000750,WH-02,15.77,5.0,Cancelled
SHIP-000751,ORD-000751,WH-02,33.03,3.0,Delivered
SHIP-000752,ORD-000752,WH-03,35.57,2.0,Delivered
SHIP-000753,ORD-000753,WH-03,44.06,6.0,Delivered
SHIP-000754,ORD-000754,WH-03,40.48,4.0,Delivered
SHIP-000755,ORD-000755,WH-05,43.86,10.0,Cancelled
SHIP-000756,ORD-000756,WH-02,53.25,7.0,Delivered
SHIP-000757,ORD-000757,WH-02,23.16,,Shipped
SHIP-000758,ORD-000758,WH-01,33.93,5.0,Shipped
SHIP-000759,ORD-000759,WH-02,25.53,8.0,Delivered
SHIP-000760,ORD-000760,WH-04,19.0,4.0,Delivered
SHIP-000761,ORD-000761,WH-04,30.78,10.0,Delivered
SHIP-000762,ORD-000762,WH-05,15.72,7.0,Shipped
SHIP-000763,ORD-000763,WH-05,34.93,9.0,Delivered
SHIP-000764,ORD-000764,WH-05,38.12,8.0,Delivered
SHIP-000765,ORD-000765,WH-01,11.76,4.0,Delivered
SHIP-000766,ORD-000766,WH-04,18.69,2.0,Delivered
SHIP-000767,ORD-000767,WH-02,49.43,6.0,Delivered
SHIP-000768,ORD-000768,WH-05,55.18,9.0,Delivered
SHIP-000769,ORD-000769,WH-03,44.6,6.0,Shipped
SHIP-000770,ORD-000770,WH-01,49.43,8.0,Delivered
SHIP-000771,ORD-000771,WH-03,50.59,5.0,Cancelled
SHIP-000772,ORD-000772,WH-01,49.35,9.0,Delivered
SHIP-000773,ORD-000773,WH-04,43.5,7.0,Cancelled
SHIP-000774,ORD-000774,WH-03,33.94,2.0,Delivered
SHIP-000775,ORD-000775,WH-03,45.53,7.0,Cancelled
SHIP-000776,ORD-000776,WH-01,270.35,3.0,Delivered
SHIP-000777,ORD-000777,WH-03,30.42,9.0,Delivered
SHIP-000778,ORD-000778,WH-01,49.41,6.0,Delivered
SHIP-000779,ORD-000779,WH-03,50.44,10.0,Delivered
SHIP-000780,ORD-000780,WH-01,17.31,7.0,Delivered
SHIP-000781,ORD-000781,WH-01,23.98,7.0,Delivered
SHIP-000782,ORD-000782,WH-01,11.54,5.0,Delivered
SHIP-000783,ORD-000783,WH-05,18.99,2.0,Delivered
SHIP-000784,ORD-000784,WH-05,13.06,12.0,Cancelled
SHIP-000785,ORD-000785,WH-05,21.03,8.0,Delivered
SHIP-000786,ORD-000786,WH-01,45.59,12.0,Delivered
SHIP-000787,ORD-000787,WH-01,14.96,8.0,Delivered
SHIP-000788,ORD-000788,WH-01,28.86,4.0,Delivered
SHIP-000789,ORD-000789,WH-01,13.57,9.0,Delivered
SHIP-000790,ORD-000790,WH-02,23.01,9.0,Delivered
SHIP-000791,ORD-000791,WH-04,43.64,2.0,Delivered
SHIP-000792,ORD-000792,WH-01,40.42,10.0,Delivered
SHIP-000793,ORD-000793,WH-02,43.27,,Shipped
SHIP-000794,ORD-000794,WH-04,36.96,5.0,Delivered
SHIP-000795,ORD-000795,WH-03,18.13,9.0,Delivered
SHIP-000796,ORD-000796,WH-04,37.0,5.0,Delivered
SHIP-000797,ORD-000797,WH-01,12.47,12.0,Delivered
SHIP-000798,ORD-000798,WH-03,53.64,5.0,Shipped
SHIP-000799,ORD-000799,WH-03,40.61,2.0,Delivered
SHIP-000800,ORD-000800,WH-04,16.15,6.0,Delivered
SHIP-000801,ORD-000801,WH-03,8.45,8.0,Delivered
SHIP-000802,ORD-000802,WH-02,18.75,25.0,Shipped
SHIP-000803,ORD-000803,WH-01,40.75,6.0,Delivered
SHIP-000804,ORD-000804,WH-03,18.5,2.0,Shipped
SHIP-000805,ORD-000805,WH-01,43.52,,Shipped
SHIP-000806,ORD-000806,WH-04,20.48,12.0,Delivered
SHIP-000807,ORD-000807,WH-04,175.45000000000002,8.0,Shipped
SHIP-000808,ORD-000808,WH-01,16.17,5.0,Delivered
SHIP-000809,ORD-000809,WH-03,48.53,7.0,Delivered
SHIP-000810,ORD-000810,WH-01,10.99,9.0,Delivered
SHIP-000811,ORD-000811,WH-01,219.0,4.0,Delivered
SHIP-000812,ORD-000812,WH-02,139.45,9.0,Delivered
SHIP-000813,ORD-000813,WH-04,36.06,3.0,Delivered
SHIP-000814,ORD-000814,WH-05,109.55,5.0,Cancelled
SHIP-000815,ORD-000815,WH-04,17.12,12.0,Delivered
SHIP-000816,ORD-000816,WH-04,16.56,10.0,Delivered
SHIP-000817,ORD-000817,WH-04,46.59,3.0,Shipped
SHIP-000818,ORD-000818,WH-03,44.49,7.0,Shipped
SHIP-000819,ORD-000819,WH-02,12.66,6.0,Delivered
SHIP-000820,ORD-000820,WH-05,25.01,6.0,Delivered
SHIP-000821,ORD-000821,WH-05,31.22,7.0,Shipped
SHIP-000822,ORD-000822,WH-04,48.45,6.0,Delivered
SHIP-000823,ORD-000823,WH-01,43.71,5.0,Shipped
SHIP-000824,ORD-000824,WH-02,9.46,8.0,Delivered
SHIP-000825,ORD-000825,WH-01,22.68,3.0,Cancelled
SHIP-000826,ORD-000826,WH-05,32.93,6.0,Delivered
SHIP-000827,ORD-000827,WH-03,55.9,29.0,Delivered
SHIP-000828,ORD-000828,WH-04,18.31,8.0,Cancelled
SHIP-000829,ORD-000829,WH-03,12.31,11.0,Delivered
SHIP-000830,ORD-000830,WH-02,41.31,12.0,Shipped
SHIP-000831,ORD-000831,WH-05,22.54,7.0,Delivered
SHIP-000832,ORD-000832,WH-04,111.8,6.0,Delivered
SHIP-000833,ORD-000833,WH-03,31.97,5.0,Delivered
SHIP-000834,ORD-000834,WH-03,44.92,30.0,Delivered
SHIP-000835,ORD-000835,WH-05,33.1,5.0,Shipped
SHIP-000836,ORD-000836,WH-04,27.96,7.0,Delivered
SHIP-000837,ORD-000837,WH-04,207.5,8.0,Delivered
SHIP-000838,ORD-000838,WH-04,11.95,11.0,Cancelled
SHIP-000839,ORD-000839,WH-05,58.73,11.0,Cancelled
SHIP-000840,ORD-000840,WH-02,27.68,7.0,Delivered
SHIP-000841,ORD-000841,WH-01,15.37,3.0,Shipped
SHIP-000842,ORD-000842,WH-04,33.89,7.0,Delivered
